finding_id,finding_type,host,entity,evidence_summary,expected_decision,expected_confidence,analyst_decision,analyst_confidence,evidence_gap,note
F-01142,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01143,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01144,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01145,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01146,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01147,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01148,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01149,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01150,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01151,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01152,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01153,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01154,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01155,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01156,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01157,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01158,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01159,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01160,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01161,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01162,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01163,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01164,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01165,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01166,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01167,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01168,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01169,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01170,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01171,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01172,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01173,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01174,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01175,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01176,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01177,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01178,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01179,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01180,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01181,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01182,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01183,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01184,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01185,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01186,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01187,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01188,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01189,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01190,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01191,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01192,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01193,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01194,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01195,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01196,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01197,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01198,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01199,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01200,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01201,context,VULN-SCAN-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01202,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01203,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01204,context,ADMIN-WS-07,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01205,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01206,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01207,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01208,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01209,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01210,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01211,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01212,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01213,context,ADMIN-WS-11,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01214,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01215,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01216,context,FILE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01217,context,WEB-EDGE-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01218,context,DEPLOY-01,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
F-01219,context,APP-API-02,routine activity,"Expected source, path, signature, and schedule",context,high,,,,practice row
